,count_bindings_in_miRNA,exactMatchRatio,pair_state_No,mFE,head_minus3_TemplateNucleotide_percentage,hairpin_count,stem_length,distanceToloop,percentage_PairedInMiRNA,headUnstableLength,pair_state_Yes,tail_plus2_A_percentage,head_minus2_TemplateNucleotide_percentage,binding_count,tail_plus1_A_percentage,armType_loop,tail_plus3_A_percentage,tail_plus5_TemplateNucleotide_percentage,tail_plus1_TemplateNucleotide_percentage,interiorLoopCount,head_minus1_TemplateNucleotide_percentage,index,clusterName,chrom,start,end,miRNA,sample,annotation,precursor
20358,21,0.799468448349,1,-35.6,0.0,1,32,2,0.95,1,0,0.6,0.0,32,0.95983935743,0,0.555555555556,0.0,0.672152732061,2,0.285714285714,20358,mapped_mirna_SRR837839:miRCluster_5769_25:chr18:21829013_21829037-,18,21829013,21829037,True,SRR837839,Hsa-Mir-1-P1_3p,Hsa-Mir-1-P1
21731,16,0.524096385542,1,-35.0,0.0,1,31,6,0.84,1,0,1.0,0.0,31,0.857142857143,0,1.0,0.0,0.76821192053,4,1.0,21731,mapped_mirna_SRR837842:miRCluster_5147_23:chr14:101026834_101026856+,14,101026834,101026856,True,SRR837842,Hsa-Mir-154-P4a_3p,Hsa-Mir-154-P4a
17804,19,0.846153846154,0,-45.8,0.0,1,32,12,0.86,0,1,0.0,0.0,32,1.0,0,0.0,0.0,0.0,6,0.0,17804,mapped_mirna_SRR553576:miRCluster_2660_22:chr19:51692838_51692859+,19,51692838,51692859,True,SRR553576,Hsa-Let-7-P1b_3p*,Hsa-Let-7-P1b
1546,18,1.0,1,-43.3,0.0,1,36,4,0.82,0,0,0.0,0.0,36,0.0,0,0.0,0.0,1.0,3,0.0,1546,mapped_mirna_ERR409900:miRCluster_1141_25:chr6:138435222_138435246-,6,138435222,138435246,True,ERR409900,Hsa-Mir-3145_3p,Hsa-Mir-3145
23890,20,0.80614973262,0,-24.8,0.0,1,33,4,0.91,1,1,0.0,0.0,33,0.5,0,0.0,0.0,0.0,5,1.0,23890,mapped_mirna_SRR944034:miRCluster_1617_23:chrX:147230753_147230775-,X,147230753,147230775,True,SRR944034,Hsa-Mir-506-P1_3p_co,Hsa-Mir-506-P1_co
19449,18,0.397759103641,0,-47.3,0.904761904762,1,33,6,0.95,3,1,0.359550561798,0.995192307692,33,0.105448154657,0,0.887640449438,0.0,0.399789029536,4,0.814601344861,19449,mapped_mirna_SRR567638:miRCluster_1415_25:chr19:53694442_53694466+,19,53694442,53694466,True,SRR567638,Hsa-Mir-430-P47_3p*,Hsa-Mir-430-P47
14413,15,0.803149606299,0,-32.8,0.0,1,27,2,0.75,0,1,1.0,0.0,27,0.0,0,0.0,0.0,0.846153846154,5,0.0,14413,mapped_mirna_SRR333680:miRCluster_2450_23:chrX:50013292_50013314+,X,50013292,50013314,True,SRR333680,Hsa-Mir-188-P3_3p*,Hsa-Mir-188-P3
18801,17,0.97901459854,0,-42.0,0.0,1,34,5,0.77,0,1,0.714285714286,0.0,34,1.0,0,0.0,0.0,0.995391705069,6,0.0,18801,mapped_mirna_SRR567637:miRCluster_1619_25:chr19:53713361_53713385+,19,53713361,53713385,True,SRR567637,Hsa-Mir-430-P19_5p*,Hsa-Mir-430-P19
14294,17,0.951219512195,1,-37.3,0.0,1,32,4,0.85,1,0,0.0,0.0,32,0.0,0,0.0,0.0,1.0,4,1.0,14294,mapped_mirna_SRR333680:miRCluster_582_23:chr4:112647876_112647898-,4,112647876,112647898,True,SRR333680,Hsa-Mir-92-P2a_3p,Hsa-Mir-92-P2a
14041,17,0.441558441558,1,-49.8,0.0,1,32,4,0.77,0,0,0.1875,0.0,32,0.047619047619,0,0.0,0.0,0.0,4,0.0,14041,mapped_mirna_SRR333680:miRCluster_1639_22:chr14:100307912_100307933+,14,100307912,100307933,True,SRR333680,Hsa-Mir-345_3p*,Hsa-Mir-345
19441,21,0.791139240506,0,-53.0,0.0,1,36,12,0.95,0,1,0.0,0.0,36,0.908045977011,0,0.0,0.0,0.788834951456,2,0.0,19441,mapped_mirna_SRR567638:miRCluster_1406_24:chr19:53682212_53682235+,19,53682212,53682235,True,SRR567638,Hsa-Mir-430-P26_3p,Hsa-Mir-430-P26
23256,18,0.969230769231,0,-31.4,0.0,1,33,4,0.9,0,1,0.0,0.0,33,0.0,0,0.0,0.0,1.0,7,0.0,23256,mapped_mirna_SRR944031:miRCluster_1378_23:chrX:147281992_147282014-,X,147281992,147282014,True,SRR944031,Hsa-Mir-506-P7c_5p*,Hsa-Mir-506-P7c
23740,21,0.851351351351,1,-49.4,0.0,1,32,1,0.95,0,0,0.0,0.0,32,0.0,0,0.0,0.0,0.0,4,0.0,23740,mapped_mirna_SRR944034:miRCluster_277_22:chr3:10394531_10394552-,3,10394531,10394552,True,SRR944034,Hsa-Mir-885_5p,Hsa-Mir-885
18643,20,0.906069364162,1,-35.4,0.0,1,33,2,0.87,0,0,1.0,0.0,33,1.0,0,0.0,0.0,0.25,5,0.0,18643,mapped_mirna_SRR567637:miRCluster_1246_24:chr14:101029681_101029704+,14,101029681,101029704,True,SRR567637,Hsa-Mir-154-P18_3p,Hsa-Mir-154-P18
20116,14,0.934232715008,0,-51.4,0.0,1,32,8,0.7,2,1,0.824175824176,1.0,32,0.0,0,0.881578947368,0.0,1.0,5,0.998253275109,20116,mapped_mirna_SRR837477:miRCluster_191_25:chr7:100094001_100094025-,7,100094001,100094025,True,SRR837477,Hsa-Mir-17-P1d_3p_co,Hsa-Mir-17-P1d_co
18841,16,0.637499018145,1,-52.7,0.0,1,34,9,0.8,0,0,0.55230125523,0.0,34,0.743961352657,0,0.452722063037,0.915032679739,0.977310095363,7,0.0,18841,mapped_mirna_SRR567637:miRCluster_209_25:chr2:240456015_240456039+,2,240456015,240456039,True,SRR567637,Hsa-Mir-149_5p,Hsa-Mir-149
23539,17,0.732608695652,1,-50.1,0.0,1,35,9,0.85,0,0,0.722222222222,0.0,35,0.75,0,0.0,0.0,0.945504087193,6,0.0,23539,mapped_mirna_SRR944034:miRCluster_989_24:chr14:100852409_100852432+,14,100852409,100852432,True,SRR944034,Hsa-Mir-770_5p,Hsa-Mir-770
914,17,0.618171984857,1,-33.2,0.0,1,29,9,0.77,1,0,0.969230769231,0.0,29,0.33024691358,0,0.241379310345,0.0,0.805522208884,3,0.666666666667,914,mapped_mirna_ERR038425:miRCluster_57_26:chr1:198858923_198858948-,1,198858923,198858948,True,ERR038425,Hsa-Mir-181-P2a_5p,Hsa-Mir-181-P2a
22011,12,0.792,0,-41.4,0.0,1,26,3,0.55,0,1,0.0,0.0,26,0.8125,0,0.0,0.0,0.8,5,0.0,22011,mapped_mirna_SRR837842:miRCluster_7078_25:chrX:119646796_119646820-,X,119646796,119646820,True,SRR837842,Hsa-Mir-766_5p*,Hsa-Mir-766
3091,16,0.386138613861,1,-39.8,0.0,1,29,7,0.8,0,0,0.0,0.0,29,0.0,0,1.0,0.0,1.0,4,0.0,3091,mapped_mirna_ERR852099:miRCluster_163_22:chr3:168551914_168551935+,3,168551914,168551935,True,ERR852099,Hsa-Mir-551-P2_3p,Hsa-Mir-551-P2
17723,18,1.0,1,-29.7,1.0,1,37,8,0.95,3,0,0.0,1.0,37,0.0,0,0.0,0.0,1.0,5,1.0,17723,mapped_mirna_SRR553576:miRCluster_2073_26:chr14:101047369_101047394+,14,101047369,101047394,True,SRR553576,Hsa-Mir-154-P21_3p,Hsa-Mir-154-P21
15750,14,1.0,1,-35.5,0.0,1,31,7,0.7,0,0,0.0,0.0,31,0.0,0,0.0,0.0,1.0,6,0.0,15750,mapped_mirna_SRR372650:miRCluster_3705_22:chr19:53748689_53748710+,19,53748689,53748710,True,SRR372650,Hsa-Mir-430-P29a_3p,Hsa-Mir-430-P29a
20369,17,0.582093106322,1,-40.3,0.0,1,31,8,0.77,0,0,0.983918128655,0.0,31,0.62076053443,0,0.128596594245,0.0,0.867834827493,4,0.0,20369,mapped_mirna_SRR837839:miRCluster_5848_25:chr19:13874910_13874934+,19,13874910,13874934,True,SRR837839,Hsa-Mir-181-P2c_5p,Hsa-Mir-181-P2c
10330,17,0.945182724252,1,-42.8,0.0,1,30,-3,0.81,1,0,0.375,0.0,30,0.428571428571,0,0.0,0.545454545455,0.99825892302,2,0.0,10330,mapped_mirna_SRR2174513:miRCluster_3403_26:chr17:28861399_28861424-,17,28861399,28861424,True,SRR2174513,Hsa-Mir-451_5p,Hsa-Mir-451
3724,16,0.833333333333,1,-37.8,0.0,1,35,7,0.8,1,0,0.0,0.0,35,0.0,0,0.0,0.0,1.0,4,1.0,3724,mapped_mirna_ERR973611:miRCluster_3932_22:chr15:35372321_35372342-,15,35372321,35372342,True,ERR973611,Hsa-Mir-3942_5p,Hsa-Mir-3942
1307,19,0.620689655172,0,-32.5,0.0,1,35,4,0.9,1,1,0.0,0.0,35,0.0,0,0.0,0.0,1.0,5,1.0,1307,mapped_mirna_ERR409900:miRCluster_2160_22:chr14:101040081_101040102+,14,101040081,101040102,True,ERR409900,Hsa-Mir-376-P3_5p*,Hsa-Mir-376-P3
19633,18,0.863054928518,0,-36.6,0.0,1,33,3,0.82,0,1,0.0,0.0,33,0.745614035088,0,0.0,0.0,0.922580645161,6,0.0,19633,mapped_mirna_SRR567638:miRCluster_770_24:chr9:128244782_128244805-,9,128244782,128244805,True,SRR567638,Hsa-Mir-199-P2-v2_5p*,Hsa-Mir-199-P2
13986,17,0.012878946268,1,-31.0,0.0,1,30,2,0.85,2,0,0.0,1.0,30,0.0,0,0.885896527286,0.0,0.883384834799,5,0.01205054716,13986,mapped_mirna_SRR333680:miRCluster_213_22:chr1:220117915_220117936-,1,220117915,220117936,True,SRR333680,Hsa-Mir-192-P1_5p,Hsa-Mir-192-P1
775,18,0.696372239748,0,-35.8,0.0,1,30,2,0.82,0,1,0.0,0.0,30,0.0,0,0.0,0.0,0.670343137255,4,0.0,775,mapped_mirna_ERR038420:miRCluster_975_24:chrX:134169380_134169403-,X,134169380,134169403,True,ERR038420,Hsa-Mir-92-P2c_3p,Hsa-Mir-92-P2c
17180,21,0.427873729077,1,-42.8,0.0,1,32,5,0.95,1,0,0.628803963199,0.0,32,0.984509769407,0,0.0,0.0,0.0688411735781,4,0.0,17180,mapped_mirna_SRR553575:miRCluster_1486_25:chr13:91351361_91351385+,13,91351361,91351385,True,SRR553575,Hsa-Mir-92-P1a_3p,Hsa-Mir-92-P1a
23612,13,0.872340425532,1,-37.2,0.0,1,33,13,0.62,0,0,0.0,0.0,33,0.0,0,0.0,0.0,1.0,5,0.0,23612,mapped_mirna_SRR944034:miRCluster_1072_24:chr14:101064504_101064527+,14,101064504,101064527,True,SRR944034,Hsa-Mir-541_5p,Hsa-Mir-541
14999,19,0.779154182991,0,-46.3,0.0,1,32,5,0.9,1,1,0.655792276964,0.0,32,0.0,0,0.0,0.0,0.98019621264,5,1.0,14999,mapped_mirna_SRR372648:miRCluster_3268_25:chr17:7017664_7017688-,17,7017664,7017688,True,SRR372648,Hsa-Mir-15-P2d_5p,Hsa-Mir-15-P2d
19486,17,0.83772675737,1,-36.1,0.0,1,33,7,0.81,1,0,0.821989528796,0.0,33,0.748013620885,0,0.0,0.0,0.843294201352,6,1.0,19486,mapped_mirna_SRR567638:miRCluster_1461_25:chr19:53751263_53751287+,19,53751263,53751287,True,SRR567638,Hsa-Mir-430-P41_3p,Hsa-Mir-430-P41
16900,21,0.157407407407,1,-42.6,0.0,1,33,7,0.91,0,0,0.0,0.0,33,0.629032258065,0,0.0,0.0,0.0,4,0.0,16900,mapped_mirna_SRR553574:miRCluster_508_23:chr4:112648006_112648028-,4,112648006,112648028,True,SRR553574,Hsa-Mir-430-P4_3p,Hsa-Mir-430-P4
20384,18,0.891966759003,1,-36.7,0.0,1,33,5,0.82,1,0,0.0,0.0,33,0.5,0,0.0,0.0,0.0,7,1.0,20384,mapped_mirna_SRR837839:miRCluster_5928_23:chr19:53787931_53787953+,19,53787931,53787953,True,SRR837839,Hsa-Mir-430-P6_3p,Hsa-Mir-430-P6
20055,12,0.691729323308,0,-37.1,0.0,1,28,4,0.67,2,1,0.0,1.0,28,0.0,0,0.268292682927,0.0,1.0,6,1.0,20055,mapped_mirna_SRR837477:miRCluster_416_22:chr17:7223308_7223329-,17,7223308,7223329,True,SRR837477,Hsa-Mir-324_3p*,Hsa-Mir-324
3889,16,0.822097378277,1,-35.8,0.0,1,34,7,0.73,1,0,0.0,0.0,34,0.0,0,0.0,0.0,0.980997624703,5,1.0,3889,mapped_mirna_ERR973611:miRCluster_1732_25:chr5:180015317_180015341-,5,180015317,180015341,True,ERR973611,Hsa-Mir-340_3p*,Hsa-Mir-340
15019,19,0.932631578947,0,-33.5,0.0,1,31,2,0.9,1,1,1.0,0.0,31,0.0,0,1.0,0.0,0.756756756757,4,1.0,15019,mapped_mirna_SRR372648:miRCluster_3304_24:chr17:48579863_48579886-,17,48579863,48579886,True,SRR372648,Hsa-Mir-10-P1c-v1_3p*,Hsa-Mir-10-P1c
10210,18,0.367074527253,1,-43.4,0.0,1,30,1,0.9,0,0,0.169230769231,0.0,30,0.0,0,0.518072289157,0.0,0.911630929175,4,0.0,10210,mapped_mirna_SRR2174513:miRCluster_2595_22:chr12:95308480_95308501+,12,95308480,95308501,True,SRR2174513,Hsa-Mir-331_3p,Hsa-Mir-331
13264,16,0.98224852071,1,-34.1,0.0,1,32,4,0.7,0,0,1.0,0.0,32,0.0,0,0.0,0.0,1.0,6,0.0,13264,mapped_mirna_SRR333674:miRCluster_2063_24:chr19:4770700_4770723+,19,4770700,4770723,True,SRR333674,Hsa-Mir-7-P4_5p,Hsa-Mir-7-P4
3946,18,0.971822541966,0,-34.1,0.0,3,31,-23,0.95,1,1,1.0,0.0,31,0.0,0,0.0,0.0,0.992580379225,2,0.994923857868,3946,mapped_mirna_ERR973611:miRCluster_2643_24:chr9:28888923_28888946-,9,28888923,28888946,True,ERR973611,Hsa-Mir-873-v2_5p,Hsa-Mir-873
3718,18,0.9375,1,-25.4,0.0,1,30,4,0.86,0,0,0.0,0.0,30,0.0,0,0.0,0.0,0.0,5,0.0,3718,mapped_mirna_ERR973611:miRCluster_3766_21:chr14:101066766_101066786+,14,101066766,101066786,True,ERR973611,Hsa-Mir-154-P25_3p,Hsa-Mir-154-P25
576,17,0.446428571429,1,-36.1,0.0,1,28,4,0.81,0,0,0.68,0.0,28,1.0,0,0.0,0.0,0.878048780488,6,0.0,576,mapped_mirna_ERR038420:miRCluster_667_22:chr14:101054694_101054715+,14,101054694,101054715,True,ERR038420,Hsa-Mir-134_5p,Hsa-Mir-134
20382,18,1.0,1,-44.0,0.0,1,37,7,0.82,0,0,0.0,0.0,37,0.0,0,0.0,0.0,1.0,4,0.0,20382,mapped_mirna_SRR837839:miRCluster_5923_24:chr19:53736860_53736883+,19,53736860,53736883,True,SRR837839,Hsa-Mir-430-P33_5p,Hsa-Mir-430-P33
23698,20,0.791666666667,1,-42.9,0.0,1,33,7,0.95,0,0,0.0,0.0,33,0.0,0,0.0,0.0,1.0,4,0.0,23698,mapped_mirna_SRR944034:miRCluster_1335_22:chr19:53700067_53700088+,19,53700067,53700088,True,SRR944034,Hsa-Mir-430-P14_3p,Hsa-Mir-430-P14
8292,15,0.958904109589,0,-38.3,0.0,1,30,6,0.75,2,1,0.0,1.0,30,0.0,0,0.0,0.0,1.0,4,1.0,8292,mapped_mirna_SRR1635908:miRCluster_781_26:chr3:35744488_35744513+,3,35744488,35744513,True,SRR1635908,Hsa-Mir-128-P1_5p*,Hsa-Mir-128-P1
18813,18,0.858409817469,0,-48.8,0.0,1,35,5,0.86,2,1,0.805699481865,0.986666666667,35,0.85328422345,0,0.0,0.0,0.800269740069,4,0.987567168897,18813,mapped_mirna_SRR567637:miRCluster_1632_26:chr19:53731055_53731080+,19,53731055,53731080,True,SRR567637,Hsa-Mir-430-P38_3p,Hsa-Mir-430-P38
17164,17,0.830819948096,1,-41.8,0.0,1,30,2,0.85,1,0,0.964898716561,0.0,30,0.860845839018,0,0.482128982129,0.333333333333,0.973750649072,3,0.0,17164,mapped_mirna_SRR553575:miRCluster_1442_24:chr12:57824656_57824679-,12,57824656,57824679,True,SRR553575,Hsa-Mir-26-P4_5p,Hsa-Mir-26-P4
21642,19,0.861328125,0,-40.2,0.0,1,34,6,0.9,1,1,0.0,0.0,34,0.0,0,0.0,0.0,0.99504950495,4,1.0,21642,mapped_mirna_SRR837842:miRCluster_501_25:chr1:156420351_156420375-,1,156420351,156420375,True,SRR837842,Hsa-Mir-9-P3_3p_co,Hsa-Mir-9-P3_co
18814,18,0.197557784562,1,-41.4,0.0,1,36,7,0.95,2,0,0.668073136428,0.452830188679,36,0.0179294389821,0,0.817525773196,0.0,0.230529595016,6,0.460182767624,18814,mapped_mirna_SRR567637:miRCluster_1633_25:chr19:53734928_53734952+,19,53734928,53734952,True,SRR567637,Hsa-Mir-430-P12_3p*,Hsa-Mir-430-P12
6447,19,0.596688350089,1,-49.6,0.0,1,38,15,0.86,1,0,0.84649122807,0.0,38,0.305361305361,0,0.128205128205,0.0,0.697247706422,5,1.0,6447,mapped_mirna_SRR1635903:miRCluster_3583_25:chr14:100881066_100881090+,14,100881066,100881090,True,SRR1635903,Hsa-Mir-431_3p_co,Hsa-Mir-431_co
17686,21,0.81368221942,1,-38.3,0.0,1,32,0,0.91,0,0,0.71875,0.0,32,1.0,0,0.0,0.0,0.385080645161,4,0.0,17686,mapped_mirna_SRR553576:miRCluster_1927_24:chr13:91351072_91351095+,13,91351072,91351095,True,SRR553576,Hsa-Mir-17-P4a_5p,Hsa-Mir-17-P4a
4715,14,0.926045016077,1,-41.5,0.0,1,33,6,0.67,0,0,0.0,0.0,33,0.0,0,0.0,0.0,0.0,4,0.0,4715,mapped_mirna_ERR973613:miRCluster_3213_21:chr14:101056269_101056289+,14,101056269,101056289,True,ERR973613,Hsa-Mir-154-P3b_3p,Hsa-Mir-154-P3b
17391,21,0.454545454545,0,-41.4,0.0,1,40,10,1.0,0,1,1.0,0.0,40,0.0,0,0.0,0.0,0.423076923077,5,0.0,17391,mapped_mirna_SRR553575:miRCluster_1091_23:chr9:94176013_94176035+,9,94176013,94176035,True,SRR553575,Hsa-Let-7-P2a1_3p*,Hsa-Let-7-P2a1
14201,18,1.0,1,-44.1,0.0,1,32,2,0.86,0,0,0.0,0.0,32,0.0,0,0.0,0.0,1.0,3,0.0,14201,mapped_mirna_SRR333680:miRCluster_2121_23:chr19:53674230_53674252+,19,53674230,53674252,True,SRR333680,Hsa-Mir-498_5p,Hsa-Mir-498
21986,17,0.913043478261,1,-34.0,0.0,1,30,3,0.85,0,0,0.0,0.0,30,0.0,0,1.0,0.0,1.0,4,0.0,21986,mapped_mirna_SRR837842:miRCluster_6811_22:chrX:8126980_8127001+,X,8126980,8127001,True,SRR837842,Hsa-Mir-651_5p,Hsa-Mir-651
11206,20,0.915772585982,1,-39.6,0.0,1,34,2,0.91,2,0,0.872340425532,0.0,34,0.0,0,0.0,0.0,0.935296846011,4,1.0,11206,mapped_mirna_SRR2174517:miRCluster_3046_24:chr13:91351244_91351267+,13,91351244,91351267,True,SRR2174517,Hsa-Mir-19-P2a_3p,Hsa-Mir-19-P2a
14220,19,0.926829268293,1,-46.3,0.0,1,35,7,0.9,0,0,1.0,0.0,35,0.0,0,0.0,0.0,1.0,5,0.0,14220,mapped_mirna_SRR333680:miRCluster_2150_23:chr19:53711017_53711039+,19,53711017,53711039,True,SRR333680,Hsa-Mir-430-P43_5p,Hsa-Mir-430-P43
20036,16,0.986861313869,1,-31.0,0.0,1,23,2,0.8,0,0,1.0,0.0,23,0.0,0,0.0,0.0,1.0,2,0.0,20036,mapped_mirna_SRR837477:miRCluster_333_22:chr13:50049167_50049188-,13,50049167,50049188,True,SRR837477,Hsa-Mir-15-P1a_5p,Hsa-Mir-15-P1a
20104,19,0.796226415094,1,-35.8,0.0,1,32,3,0.86,1,0,0.857142857143,0.0,32,0.34328358209,0,0.0,0.0,0.647368421053,5,1.0,20104,mapped_mirna_SRR837477:miRCluster_129_25:chr5:160485371_160485395+,5,160485371,160485395,True,SRR837477,Hsa-Mir-146-P4_5p,Hsa-Mir-146-P4
4023,17,0.799220272904,0,-43.8,0.0,1,32,2,0.85,2,1,0.464285714286,0.994535519126,32,1.0,0,0.327272727273,0.0,0.966153846154,4,0.989218328841,4023,mapped_mirna_ERR973611:miRCluster_5276_24:chrX:152394457_152394480-,X,152394457,152394480,True,ERR973611,Hsa-Mir-105-P1_5p,Hsa-Mir-105-P1
732,19,0.681627767804,0,-41.0,0.0,1,29,0,0.86,0,1,0.0,0.0,29,0.352941176471,0,1.0,0.0,0.651282051282,4,0.0,732,mapped_mirna_ERR038420:miRCluster_455_23:chr9:70810030_70810052-,9,70810030,70810052,True,ERR038420,Hsa-Mir-204-P2_5p,Hsa-Mir-204-P2
14997,17,0.779279279279,1,-41.0,0.0,1,29,2,0.85,1,0,0.0,0.0,29,1.0,0,1.0,0.0,0.717391304348,4,1.0,14997,mapped_mirna_SRR372648:miRCluster_3263_23:chr17:2049965_2049987-,17,2049965,2049987,True,SRR372648,Hsa-Mir-132-P1_5p*,Hsa-Mir-132-P1
